명소,대분류,감성구분,aspect,긍정,부정,중립,전체,긍정비율,부정비율,중립비율,긍정_가중점수,부정_가중점수,중립_가중점수
남산,2. 시각적 요소,중립,색깔,1,1,3,5,20.0,20.0,60.0,35.84,35.84,107.51
남산,2. 시각적 요소,중립,건물,6,2,5,13,46.2,15.4,38.5,121.92,40.64,101.6
남산,2. 시각적 요소,중립,전망대,52,3,17,72,72.2,4.2,23.6,309.77,18.02,101.25
남산,2. 시각적 요소,중립,서울,37,0,10,47,78.7,0.0,21.3,304.66,0.0,82.46
남산,2. 시각적 요소,중립,꼭대기,3,0,2,5,60.0,0.0,40.0,107.51,0.0,71.67
남산,2. 시각적 요소,중립,시내,16,1,5,22,72.7,4.5,22.7,227.95,14.11,71.18
남산,2. 시각적 요소,중립,바람,6,2,3,11,54.5,18.2,27.3,135.43,45.23,67.84
남산,2. 시각적 요소,중립,영상,3,1,2,6,50.0,16.7,33.3,97.3,32.5,64.8
남산,2. 시각적 요소,중립,주변,4,0,2,6,66.7,0.0,33.3,129.79,0.0,64.8
남산,2. 시각적 요소,중립,산,15,0,4,19,78.9,0.0,21.1,236.36,0.0,63.21
남산,3. 시설 및 환경,긍정,공기,17,2,0,19,89.5,10.5,0.0,268.12,31.46,0.0
남산,3. 시설 및 환경,긍정,화장실,27,3,8,38,71.1,7.9,21.1,260.48,28.94,77.3
남산,3. 시설 및 환경,긍정,시설,12,1,1,14,85.7,7.1,7.1,232.08,19.23,19.23
남산,3. 시설 및 환경,긍정,환경,9,0,0,9,100.0,0.0,0.0,230.26,0.0,0.0
남산,3. 시설 및 환경,긍정,산책로,14,1,3,18,77.8,5.6,16.7,229.08,16.49,49.17
남산,3. 시설 및 환경,긍정,공간,17,5,4,26,65.4,19.2,15.4,215.55,63.28,50.76
남산,3. 시설 및 환경,긍정,관리,5,0,0,5,100.0,0.0,0.0,179.18,0.0,0.0
남산,3. 시설 및 환경,긍정,편의시설,6,1,1,8,75.0,12.5,12.5,164.79,27.47,27.47
남산,3. 시설 및 환경,긍정,표지판,5,1,0,6,83.3,16.7,0.0,162.09,32.5,0.0
남산,3. 시설 및 환경,긍정,엘리베이터,8,4,2,14,57.1,28.6,14.3,154.63,77.45,38.73
남산,3. 시설 및 환경,긍정,공원,4,0,1,5,80.0,0.0,20.0,143.34,0.0,35.84
남산,3. 시설 및 환경,긍정,좌석,4,1,0,5,80.0,20.0,0.0,143.34,35.84,0.0
남산,3. 시설 및 환경,긍정,길,7,3,3,13,53.8,23.1,23.1,141.98,60.96,60.96
남산,3. 시설 및 환경,긍정,계단,5,3,9,17,29.4,17.6,52.9,84.98,50.87,152.9
남산,3. 시설 및 환경,긍정,에어컨,3,3,2,8,37.5,37.5,25.0,82.4,82.4,54.93
남산,3. 시설 및 환경,긍정,날씨,2,2,2,6,33.3,33.3,33.3,64.8,64.8,64.8
남산,3. 시설 및 환경,긍정,전망대,2,6,4,12,16.7,50.0,33.3,42.83,128.25,85.41
남산,3. 시설 및 환경,긍정,타워,1,2,3,6,16.7,33.3,50.0,32.5,64.8,97.3
남산,3. 시설 및 환경,긍정,창문,2,43,0,45,4.4,95.6,0.0,16.85,366.02,0.0
남산,3. 시설 및 환경,긍정,유리창,0,9,0,9,0.0,100.0,0.0,0.0,230.26,0.0
남산,3. 시설 및 환경,부정,창문,2,43,0,45,4.4,95.6,0.0,16.85,366.02,0.0
남산,3. 시설 및 환경,부정,모기,0,9,0,9,0.0,100.0,0.0,0.0,230.26,0.0
남산,3. 시설 및 환경,부정,유리창,0,9,0,9,0.0,100.0,0.0,0.0,230.26,0.0
남산,3. 시설 및 환경,부정,전망대,2,6,4,12,16.7,50.0,33.3,42.83,128.25,85.41
남산,3. 시설 및 환경,부정,에어컨,3,3,2,8,37.5,37.5,25.0,82.4,82.4,54.93
남산,3. 시설 및 환경,부정,엘리베이터,8,4,2,14,57.1,28.6,14.3,154.63,77.45,38.73
남산,3. 시설 및 환경,부정,날씨,2,2,2,6,33.3,33.3,33.3,64.8,64.8,64.8
남산,3. 시설 및 환경,부정,타워,1,2,3,6,16.7,33.3,50.0,32.5,64.8,97.3
남산,3. 시설 및 환경,부정,공간,17,5,4,26,65.4,19.2,15.4,215.55,63.28,50.76
남산,3. 시설 및 환경,부정,길,7,3,3,13,53.8,23.1,23.1,141.98,60.96,60.96
남산,3. 시설 및 환경,부정,계단,5,3,9,17,29.4,17.6,52.9,84.98,50.87,152.9
남산,3. 시설 및 환경,부정,좌석,4,1,0,5,80.0,20.0,0.0,143.34,35.84,0.0
남산,3. 시설 및 환경,부정,표지판,5,1,0,6,83.3,16.7,0.0,162.09,32.5,0.0
남산,3. 시설 및 환경,부정,공기,17,2,0,19,89.5,10.5,0.0,268.12,31.46,0.0
남산,3. 시설 및 환경,부정,화장실,27,3,8,38,71.1,7.9,21.1,260.48,28.94,77.3
남산,3. 시설 및 환경,부정,편의시설,6,1,1,8,75.0,12.5,12.5,164.79,27.47,27.47
남산,3. 시설 및 환경,부정,시설,12,1,1,14,85.7,7.1,7.1,232.08,19.23,19.23
남산,3. 시설 및 환경,부정,산책로,14,1,3,18,77.8,5.6,16.7,229.08,16.49,49.17
남산,3. 시설 및 환경,부정,공원,4,0,1,5,80.0,0.0,20.0,143.34,0.0,35.84
남산,3. 시설 및 환경,부정,관리,5,0,0,5,100.0,0.0,0.0,179.18,0.0,0.0
남산,3. 시설 및 환경,중립,계단,5,3,9,17,29.4,17.6,52.9,84.98,50.87,152.9
남산,3. 시설 및 환경,중립,타워,1,2,3,6,16.7,33.3,50.0,32.5,64.8,97.3
남산,3. 시설 및 환경,중립,전망대,2,6,4,12,16.7,50.0,33.3,42.83,128.25,85.41
남산,3. 시설 및 환경,중립,화장실,27,3,8,38,71.1,7.9,21.1,260.48,28.94,77.3
남산,3. 시설 및 환경,중립,날씨,2,2,2,6,33.3,33.3,33.3,64.8,64.8,64.8
남산,3. 시설 및 환경,중립,길,7,3,3,13,53.8,23.1,23.1,141.98,60.96,60.96
남산,3. 시설 및 환경,중립,에어컨,3,3,2,8,37.5,37.5,25.0,82.4,82.4,54.93
남산,3. 시설 및 환경,중립,공간,17,5,4,26,65.4,19.2,15.4,215.55,63.28,50.76
남산,3. 시설 및 환경,중립,산책로,14,1,3,18,77.8,5.6,16.7,229.08,16.49,49.17
남산,3. 시설 및 환경,중립,엘리베이터,8,4,2,14,57.1,28.6,14.3,154.63,77.45,38.73
남산,3. 시설 및 환경,중립,공원,4,0,1,5,80.0,0.0,20.0,143.34,0.0,35.84
남산,3. 시설 및 환경,중립,편의시설,6,1,1,8,75.0,12.5,12.5,164.79,27.47,27.47
남산,3. 시설 및 환경,중립,시설,12,1,1,14,85.7,7.1,7.1,232.08,19.23,19.23
남산,3. 시설 및 환경,중립,관리,5,0,0,5,100.0,0.0,0.0,179.18,0.0,0.0
남산,3. 시설 및 환경,중립,공기,17,2,0,19,89.5,10.5,0.0,268.12,31.46,0.0
남산,3. 시설 및 환경,중립,유리창,0,9,0,9,0.0,100.0,0.0,0.0,230.26,0.0
남산,3. 시설 및 환경,중립,모기,0,9,0,9,0.0,100.0,0.0,0.0,230.26,0.0
남산,3. 시설 및 환경,중립,창문,2,43,0,45,4.4,95.6,0.0,16.85,366.02,0.0
남산,3. 시설 및 환경,중립,좌석,4,1,0,5,80.0,20.0,0.0,143.34,35.84,0.0
남산,3. 시설 및 환경,중립,표지판,5,1,0,6,83.3,16.7,0.0,162.09,32.5,0.0
남산,4. 활동 및 서비스,긍정,경험,38,1,0,39,97.4,2.6,0.0,359.3,9.59,0.0
남산,4. 활동 및 서비스,긍정,산책,34,0,4,38,89.5,0.0,10.5,327.89,0.0,38.47
남산,4. 활동 및 서비스,긍정,하이킹,29,1,6,36,80.6,2.8,16.7,291.04,10.11,60.3
남산,4. 활동 및 서비스,긍정,음식,34,4,11,49,69.4,8.2,22.4,271.49,32.08,87.63
남산,4. 활동 및 서비스,긍정,케이블카,33,8,7,48,68.8,16.7,14.6,267.76,64.99,56.82
남산,4. 활동 및 서비스,긍정,거리,19,2,3,24,79.2,8.3,12.5,254.93,26.72,40.24
남산,4. 활동 및 서비스,긍정,휴식,11,0,1,12,91.7,0.0,8.3,235.21,0.0,21.29
남산,4. 활동 및 서비스,긍정,운동,11,0,2,13,84.6,0.0,15.4,223.26,0.0,40.64
남산,4. 활동 및 서비스,긍정,시간,8,0,0,8,100.0,0.0,0.0,219.72,0.0,0.0
남산,4. 활동 및 서비스,긍정,카페,24,1,19,44,54.5,2.3,43.2,207.46,8.76,164.45
남산,4. 활동 및 서비스,긍정,레스토랑,34,3,33,70,48.6,4.3,47.1,207.17,18.33,200.77
남산,4. 활동 및 서비스,긍정,직원,20,16,1,37,54.1,43.2,2.7,196.79,157.14,9.82
남산,4. 활동 및 서비스,긍정,맛집,6,0,0,6,100.0,0.0,0.0,194.59,0.0,0.0
남산,4. 활동 및 서비스,긍정,걸,6,0,0,6,100.0,0.0,0.0,194.59,0.0,0.0
남산,4. 활동 및 서비스,긍정,액티비티,7,0,1,8,87.5,0.0,12.5,192.26,0.0,27.47
남산,4. 활동 및 서비스,긍정,코스,8,0,2,10,80.0,0.0,20.0,191.83,0.0,47.96
남산,4. 활동 및 서비스,긍정,식당,15,4,8,27,55.6,14.8,29.6,185.27,49.32,98.63
남산,4. 활동 및 서비스,긍정,전시,5,0,0,5,100.0,0.0,0.0,179.18,0.0,0.0
남산,4. 활동 및 서비스,긍정,즐길 거리,6,1,0,7,85.7,14.3,0.0,178.21,29.74,0.0
남산,4. 활동 및 서비스,긍정,식사,11,1,7,19,57.9,5.3,36.8,173.45,15.88,110.24
남산,4. 활동 및 서비스,부정,직원,20,16,1,37,54.1,43.2,2.7,196.79,157.14,9.82
남산,4. 활동 및 서비스,부정,물건,2,3,0,5,40.0,60.0,0.0,71.67,107.51,0.0
남산,4. 활동 및 서비스,부정,안내,2,2,1,5,40.0,40.0,20.0,71.67,71.67,35.84
남산,4. 활동 및 서비스,부정,케이블카,33,8,7,48,68.8,16.7,14.6,267.76,64.99,56.82
남산,4. 활동 및 서비스,부정,노점,2,2,2,6,33.3,33.3,33.3,64.8,64.8,64.8
남산,4. 활동 및 서비스,부정,쇼핑몰,4,2,1,7,57.1,28.6,14.3,118.74,59.47,29.74
남산,4. 활동 및 서비스,부정,가격,4,2,1,7,57.1,28.6,14.3,118.74,59.47,29.74
남산,4. 활동 및 서비스,부정,서비스,6,2,1,9,66.7,22.2,11.1,153.58,51.12,25.56
남산,4. 활동 및 서비스,부정,식당,15,4,8,27,55.6,14.8,29.6,185.27,49.32,98.63
남산,4. 활동 및 서비스,부정,자물쇠,16,6,31,53,30.2,11.3,58.5,120.47,45.08,233.36
남산,4. 활동 및 서비스,부정,상점,16,5,21,42,38.1,11.9,50.0,143.3,44.76,188.06
남산,4. 활동 및 서비스,부정,엽서,5,2,5,12,41.7,16.7,41.7,106.96,42.83,106.96
남산,4. 활동 및 서비스,부정,바,0,1,4,5,0.0,20.0,80.0,0.0,35.84,143.34
남산,4. 활동 및 서비스,부정,엘리베이터,4,1,0,5,80.0,20.0,0.0,143.34,35.84,0.0
남산,4. 활동 및 서비스,부정,음식,34,4,11,49,69.4,8.2,22.4,271.49,32.08,87.63
남산,4. 활동 및 서비스,부정,편의점,3,1,3,7,42.9,14.3,42.9,89.21,29.74,89.21
남산,4. 활동 및 서비스,부정,활동,5,1,1,7,71.4,14.3,14.3,148.47,29.74,29.74
남산,4. 활동 및 서비스,부정,즐길 거리,6,1,0,7,85.7,14.3,0.0,178.21,29.74,0.0
남산,4. 활동 및 서비스,부정,기념품,11,2,10,23,47.8,8.7,43.5,151.91,27.65,138.25
남산,4. 활동 및 서비스,부정,거리,19,2,3,24,79.2,8.3,12.5,254.93,26.72,40.24
남산,4. 활동 및 서비스,중립,가게,11,1,25,37,29.7,2.7,67.6,108.04,9.82,245.9
남산,4. 활동 및 서비스,중립,자물쇠,16,6,31,53,30.2,11.3,58.5,120.47,45.08,233.36
남산,4. 활동 및 서비스,중립,음식점,3,0,11,14,21.4,0.0,78.6,57.95,0.0,212.85
남산,4. 활동 및 서비스,중립,세븐일레븐,0,0,7,7,0.0,0.0,100.0,0.0,0.0,207.94
남산,4. 활동 및 서비스,중립,레스토랑,34,3,33,70,48.6,4.3,47.1,207.17,18.33,200.77
남산,4. 활동 및 서비스,중립,기념품 가게,4,0,10,14,28.6,0.0,71.4,77.45,0.0,193.35
남산,4. 활동 및 서비스,중립,상점,16,5,21,42,38.1,11.9,50.0,143.3,44.76,188.06
남산,4. 활동 및 서비스,중립,카페,24,1,19,44,54.5,2.3,43.2,207.46,8.76,164.45
남산,4. 활동 및 서비스,중립,음료,12,1,12,25,48.0,4.0,48.0,156.39,13.03,156.39
남산,4. 활동 및 서비스,중립,공연,12,1,11,24,50.0,4.2,45.8,160.94,13.52,147.42
남산,4. 활동 및 서비스,중립,바,0,1,4,5,0.0,20.0,80.0,0.0,35.84,143.34
남산,4. 활동 및 서비스,중립,기념품,11,2,10,23,47.8,8.7,43.5,151.91,27.65,138.25
남산,4. 활동 및 서비스,중립,간식,2,0,4,6,33.3,0.0,66.7,64.8,0.0,129.79
남산,4. 활동 및 서비스,중립,사람,7,1,7,15,46.7,6.7,46.7,129.48,18.58,129.48
남산,4. 활동 및 서비스,중립,식사,11,1,7,19,57.9,5.3,36.8,173.45,15.88,110.24
남산,4. 활동 및 서비스,중립,상품,2,0,3,5,40.0,0.0,60.0,71.67,0.0,107.51
남산,4. 활동 및 서비스,중립,엽서,5,2,5,12,41.7,16.7,41.7,106.96,42.83,106.96
남산,4. 활동 및 서비스,중립,식당,15,4,8,27,55.6,14.8,29.6,185.27,49.32,98.63
남산,4. 활동 및 서비스,중립,커피,5,1,4,10,50.0,10.0,40.0,119.89,23.98,95.92
남산,4. 활동 및 서비스,중립,편의점,3,1,3,7,42.9,14.3,42.9,89.21,29.74,89.21
남산,5. 이용 편의성,긍정,가격,44,36,5,85,51.8,42.4,5.9,230.74,188.86,26.28
남산,5. 이용 편의성,긍정,버스,48,13,41,102,47.1,12.7,40.2,218.3,58.86,186.32
남산,5. 이용 편의성,긍정,접근성,7,0,0,7,100.0,0.0,0.0,207.94,0.0,0.0
남산,5. 이용 편의성,긍정,접근,9,2,1,12,75.0,16.7,8.3,192.37,42.83,21.29
남산,5. 이용 편의성,긍정,산책로,6,1,0,7,85.7,14.3,0.0,178.21,29.74,0.0
남산,5. 이용 편의성,긍정,위치,6,1,0,7,85.7,14.3,0.0,178.21,29.74,0.0
남산,5. 이용 편의성,긍정,필요,8,1,5,14,57.1,7.1,35.7,154.63,19.23,96.68
남산,5. 이용 편의성,긍정,이동,6,2,2,10,60.0,20.0,20.0,143.87,47.96,47.96
남산,5. 이용 편의성,긍정,방법,11,3,11,25,44.0,12.0,44.0,143.36,39.1,143.36
남산,5. 이용 편의성,긍정,걷기,4,1,0,5,80.0,20.0,0.0,143.34,35.84,0.0
남산,5. 이용 편의성,긍정,날씨,14,6,16,36,38.9,16.7,44.4,140.46,60.3,160.32
남산,5. 이용 편의성,긍정,코스,5,1,3,9,55.6,11.1,33.3,128.02,25.56,76.68
남산,5. 이용 편의성,긍정,입장,6,3,4,13,46.2,23.1,30.8,121.92,60.96,81.28
남산,5. 이용 편의성,긍정,티켓,26,24,48,98,26.5,24.5,49.0,121.77,112.58,225.16
남산,5. 이용 편의성,긍정,길,16,29,8,53,30.2,54.7,15.1,120.47,218.2,60.23
남산,5. 이용 편의성,긍정,대기 시간,12,23,1,36,33.3,63.9,2.8,120.24,230.74,10.11
남산,5. 이용 편의성,긍정,케이블카,34,50,57,141,24.1,35.5,40.4,119.44,175.93,200.22
남산,5. 이용 편의성,긍정,엘리베이터,14,18,13,45,31.1,40.0,28.9,119.07,153.15,110.65
남산,5. 이용 편의성,긍정,하이킹,5,3,3,11,45.5,27.3,27.3,113.06,67.84,67.84
남산,5. 이용 편의성,긍정,평일,4,1,3,8,50.0,12.5,37.5,109.86,27.47,82.4
남산,5. 이용 편의성,부정,줄,20,155,12,187,10.7,82.9,6.4,56.03,434.1,33.51
남산,5. 이용 편의성,부정,시간,23,110,27,160,14.4,68.8,16.9,73.17,349.6,85.88
