명소,대분류,감성구분,aspect,긍정,부정,중립,전체,긍정비율,부정비율,중립비율,긍정_가중점수,부정_가중점수,중립_가중점수
북촌,1. 전반적 인식,중립,관광지,5,3,5,13,38.5,23.1,38.5,101.6,60.96,101.6
북촌,1. 전반적 인식,중립,북촌 한옥마을,8,0,4,12,66.7,0.0,33.3,171.08,0.0,85.41
북촌,1. 전반적 인식,중립,마을,56,10,13,79,70.9,12.7,16.5,310.69,55.65,72.3
북촌,1. 전반적 인식,중립,관심,3,0,2,5,60.0,0.0,40.0,107.51,0.0,71.67
북촌,1. 전반적 인식,중립,동네,22,2,6,30,73.3,6.7,20.0,251.71,23.01,68.68
북촌,1. 전반적 인식,중립,서울,6,0,2,8,75.0,0.0,25.0,164.79,0.0,54.93
북촌,1. 전반적 인식,중립,필요,0,7,2,9,0.0,77.8,22.2,0.0,179.14,51.12
북촌,1. 전반적 인식,중립,장소,32,1,5,38,84.2,2.6,13.2,308.47,9.53,48.36
북촌,1. 전반적 인식,중립,방문,23,1,4,28,82.1,3.6,14.3,276.45,12.12,48.15
북촌,1. 전반적 인식,중립,지역,30,6,5,41,73.2,14.6,12.2,273.6,54.57,45.6
북촌,1. 전반적 인식,중립,역사,9,0,2,11,81.8,0.0,18.2,203.27,0.0,45.23
북촌,1. 전반적 인식,중립,한옥마을,13,3,2,18,72.2,16.7,11.1,212.59,49.17,32.68
북촌,1. 전반적 인식,중립,문화,5,0,1,6,83.3,0.0,16.7,162.09,0.0,32.5
북촌,1. 전반적 인식,중립,관광,4,2,1,7,57.1,28.6,14.3,118.74,59.47,29.74
북촌,1. 전반적 인식,중립,거리,4,2,1,7,57.1,28.6,14.3,118.74,59.47,29.74
북촌,1. 전반적 인식,중립,마음,4,2,1,7,57.1,28.6,14.3,118.74,59.47,29.74
북촌,1. 전반적 인식,중립,명소,24,5,2,31,77.4,16.1,6.5,268.25,55.8,22.53
북촌,1. 전반적 인식,중립,분위기,54,8,2,64,84.4,12.5,3.1,352.32,52.18,12.94
북촌,1. 전반적 인식,중립,경험,48,4,1,53,90.6,7.5,1.9,361.4,29.92,7.58
북촌,1. 전반적 인식,중립,매력,20,9,0,29,69.0,31.0,0.0,234.68,105.44,0.0
북촌,2. 시각적 요소,긍정,풍경,86,1,4,91,94.5,1.1,4.4,427.31,4.97,19.9
북촌,2. 시각적 요소,긍정,분위기,82,3,5,90,91.1,3.3,5.6,410.94,14.89,25.26
북촌,2. 시각적 요소,긍정,마을,114,0,23,137,83.2,0.0,16.8,409.95,0.0,82.78
북촌,2. 시각적 요소,긍정,건축물,64,1,11,76,84.2,1.3,14.5,365.75,5.65,62.99
북촌,2. 시각적 요소,긍정,전망,40,1,0,41,97.6,2.4,0.0,364.8,8.97,0.0
북촌,2. 시각적 요소,긍정,경치,41,0,2,43,95.3,0.0,4.7,360.63,0.0,17.79
북촌,2. 시각적 요소,긍정,골목길,70,1,16,87,80.5,1.1,18.4,360.43,4.93,82.38
북촌,2. 시각적 요소,긍정,거리,61,3,9,73,83.6,4.1,12.3,359.82,17.65,52.94
북촌,2. 시각적 요소,긍정,사진,106,31,18,155,68.4,20.0,11.6,345.41,101.0,58.58
북촌,2. 시각적 요소,긍정,집,75,5,26,106,70.8,4.7,24.5,330.84,21.96,114.48
북촌,2. 시각적 요소,긍정,동네,36,0,8,44,81.8,0.0,18.2,311.38,0.0,69.28
북촌,2. 시각적 요소,긍정,한옥,68,1,35,104,65.4,1.0,33.7,304.37,4.65,156.84
북촌,2. 시각적 요소,긍정,가옥,51,1,22,74,68.9,1.4,29.7,297.47,6.04,128.23
북촌,2. 시각적 요소,긍정,정취,19,0,1,20,95.0,0.0,5.0,289.23,0.0,15.22
북촌,2. 시각적 요소,긍정,건물,44,8,12,64,68.8,12.5,18.8,287.2,52.18,78.48
북촌,2. 시각적 요소,긍정,지역,25,1,4,30,83.3,3.3,13.3,286.05,11.33,45.67
북촌,2. 시각적 요소,긍정,장소,16,1,2,19,84.2,5.3,10.5,252.24,15.88,31.46
북촌,2. 시각적 요소,긍정,양식,16,0,5,21,76.2,0.0,23.8,235.54,0.0,73.57
북촌,2. 시각적 요소,긍정,건축 양식,11,0,3,14,78.6,0.0,21.4,212.85,0.0,57.95
북촌,2. 시각적 요소,긍정,디자인,9,0,2,11,81.8,0.0,18.2,203.27,0.0,45.23
북촌,2. 시각적 요소,부정,볼거리,5,11,0,16,31.2,68.8,0.0,88.4,194.93,0.0
북촌,2. 시각적 요소,부정,찍기,2,3,0,5,40.0,60.0,0.0,71.67,107.51,0.0
북촌,2. 시각적 요소,부정,사진,106,31,18,155,68.4,20.0,11.6,345.41,101.0,58.58
북촌,2. 시각적 요소,부정,건물,44,8,12,64,68.8,12.5,18.8,287.2,52.18,78.48
북촌,2. 시각적 요소,부정,보기,4,1,0,5,80.0,20.0,0.0,143.34,35.84,0.0
북촌,2. 시각적 요소,부정,경관,4,1,0,5,80.0,20.0,0.0,143.34,35.84,0.0
북촌,2. 시각적 요소,부정,골목,4,1,0,5,80.0,20.0,0.0,143.34,35.84,0.0
북촌,2. 시각적 요소,부정,아름다움,6,1,0,7,85.7,14.3,0.0,178.21,29.74,0.0
북촌,2. 시각적 요소,부정,주택가,5,1,2,8,62.5,12.5,25.0,137.33,27.47,54.93
북촌,2. 시각적 요소,부정,주택,12,2,10,24,50.0,8.3,41.7,160.94,26.72,134.23
북촌,2. 시각적 요소,부정,도시,5,1,3,9,55.6,11.1,33.3,128.02,25.56,76.68
북촌,2. 시각적 요소,부정,집,75,5,26,106,70.8,4.7,24.5,330.84,21.96,114.48
북촌,2. 시각적 요소,부정,거리,61,3,9,73,83.6,4.1,12.3,359.82,17.65,52.94
북촌,2. 시각적 요소,부정,장소,16,1,2,19,84.2,5.3,10.5,252.24,15.88,31.46
북촌,2. 시각적 요소,부정,분위기,82,3,5,90,91.1,3.3,5.6,410.94,14.89,25.26
북촌,2. 시각적 요소,부정,지역,25,1,4,30,83.3,3.3,13.3,286.05,11.33,45.67
북촌,2. 시각적 요소,부정,전망,40,1,0,41,97.6,2.4,0.0,364.8,8.97,0.0
북촌,2. 시각적 요소,부정,가옥,51,1,22,74,68.9,1.4,29.7,297.47,6.04,128.23
북촌,2. 시각적 요소,부정,건축물,64,1,11,76,84.2,1.3,14.5,365.75,5.65,62.99
북촌,2. 시각적 요소,부정,풍경,86,1,4,91,94.5,1.1,4.4,427.31,4.97,19.9
북촌,2. 시각적 요소,중립,사람,4,0,12,16,25.0,0.0,75.0,70.83,0.0,212.49
북촌,2. 시각적 요소,중립,한옥,68,1,35,104,65.4,1.0,33.7,304.37,4.65,156.84
북촌,2. 시각적 요소,중립,길,3,0,5,8,37.5,0.0,62.5,82.4,0.0,137.33
북촌,2. 시각적 요소,중립,관광객,5,0,6,11,45.5,0.0,54.5,113.06,0.0,135.43
북촌,2. 시각적 요소,중립,주택,12,2,10,24,50.0,8.3,41.7,160.94,26.72,134.23
북촌,2. 시각적 요소,중립,가옥,51,1,22,74,68.9,1.4,29.7,297.47,6.04,128.23
북촌,2. 시각적 요소,중립,집,75,5,26,106,70.8,4.7,24.5,330.84,21.96,114.48
북촌,2. 시각적 요소,중립,날씨,5,0,4,9,55.6,0.0,44.4,128.02,0.0,102.23
북촌,2. 시각적 요소,중립,의상,3,0,3,6,50.0,0.0,50.0,97.3,0.0,97.3
북촌,2. 시각적 요소,중립,옛집,4,0,3,7,57.1,0.0,42.9,118.74,0.0,89.21
북촌,2. 시각적 요소,중립,마을,114,0,23,137,83.2,0.0,16.8,409.95,0.0,82.78
북촌,2. 시각적 요소,중립,골목길,70,1,16,87,80.5,1.1,18.4,360.43,4.93,82.38
북촌,2. 시각적 요소,중립,건물,44,8,12,64,68.8,12.5,18.8,287.2,52.18,78.48
북촌,2. 시각적 요소,중립,도시,5,1,3,9,55.6,11.1,33.3,128.02,25.56,76.68
북촌,2. 시각적 요소,중립,양식,16,0,5,21,76.2,0.0,23.8,235.54,0.0,73.57
북촌,2. 시각적 요소,중립,동네,36,0,8,44,81.8,0.0,18.2,311.38,0.0,69.28
북촌,2. 시각적 요소,중립,언덕,4,0,2,6,66.7,0.0,33.3,129.79,0.0,64.8
북촌,2. 시각적 요소,중립,건축물,64,1,11,76,84.2,1.3,14.5,365.75,5.65,62.99
북촌,2. 시각적 요소,중립,사진,106,31,18,155,68.4,20.0,11.6,345.41,101.0,58.58
북촌,2. 시각적 요소,중립,건축 양식,11,0,3,14,78.6,0.0,21.4,212.85,0.0,57.95
북촌,3. 시설 및 환경,긍정,마을,20,1,5,26,76.9,3.8,19.2,253.45,12.52,63.28
북촌,3. 시설 및 환경,긍정,관리,6,0,0,6,100.0,0.0,0.0,194.59,0.0,0.0
북촌,3. 시설 및 환경,긍정,동네,8,1,2,11,72.7,9.1,18.2,180.65,22.61,45.23
북촌,3. 시설 및 환경,긍정,거리,5,0,0,5,100.0,0.0,0.0,179.18,0.0,0.0
북촌,3. 시설 및 환경,긍정,환경,5,2,3,10,50.0,20.0,30.0,119.89,47.96,71.94
북촌,3. 시설 및 환경,긍정,한옥,4,1,2,7,57.1,14.3,28.6,118.74,29.74,59.47
북촌,3. 시설 및 환경,긍정,지역,6,5,5,16,37.5,31.2,31.2,106.25,88.4,88.4
북촌,3. 시설 및 환경,긍정,소음,6,5,8,19,31.6,26.3,42.1,94.67,78.79,126.12
북촌,3. 시설 및 환경,긍정,질서,2,0,3,5,40.0,0.0,60.0,71.67,0.0,107.51
북촌,3. 시설 및 환경,긍정,집,3,3,6,12,25.0,25.0,50.0,64.12,64.12,128.25
북촌,3. 시설 및 환경,긍정,표지판,2,3,12,17,11.8,17.6,70.6,34.11,50.87,204.06
북촌,3. 시설 및 환경,긍정,화장실,1,5,1,7,14.3,71.4,14.3,29.74,148.47,29.74
북촌,3. 시설 및 환경,긍정,규칙,0,1,5,6,0.0,16.7,83.3,0.0,32.5,162.09
북촌,3. 시설 및 환경,긍정,소리,0,7,9,16,0.0,43.8,56.2,0.0,124.09,159.23
북촌,3. 시설 및 환경,긍정,사람,0,0,11,11,0.0,0.0,100.0,0.0,0.0,248.49
북촌,3. 시설 및 환경,긍정,목소리,0,0,6,6,0.0,0.0,100.0,0.0,0.0,194.59
북촌,3. 시설 및 환경,긍정,주민,0,2,21,23,0.0,8.7,91.3,0.0,27.65,290.16
북촌,3. 시설 및 환경,부정,화장실,1,5,1,7,14.3,71.4,14.3,29.74,148.47,29.74
북촌,3. 시설 및 환경,부정,소리,0,7,9,16,0.0,43.8,56.2,0.0,124.09,159.23
북촌,3. 시설 및 환경,부정,지역,6,5,5,16,37.5,31.2,31.2,106.25,88.4,88.4
북촌,3. 시설 및 환경,부정,소음,6,5,8,19,31.6,26.3,42.1,94.67,78.79,126.12
북촌,3. 시설 및 환경,부정,집,3,3,6,12,25.0,25.0,50.0,64.12,64.12,128.25
북촌,3. 시설 및 환경,부정,표지판,2,3,12,17,11.8,17.6,70.6,34.11,50.87,204.06
북촌,3. 시설 및 환경,부정,환경,5,2,3,10,50.0,20.0,30.0,119.89,47.96,71.94
북촌,3. 시설 및 환경,부정,규칙,0,1,5,6,0.0,16.7,83.3,0.0,32.5,162.09
북촌,3. 시설 및 환경,부정,한옥,4,1,2,7,57.1,14.3,28.6,118.74,29.74,59.47
북촌,3. 시설 및 환경,부정,주민,0,2,21,23,0.0,8.7,91.3,0.0,27.65,290.16
북촌,3. 시설 및 환경,부정,동네,8,1,2,11,72.7,9.1,18.2,180.65,22.61,45.23
북촌,3. 시설 및 환경,부정,마을,20,1,5,26,76.9,3.8,19.2,253.45,12.52,63.28
북촌,3. 시설 및 환경,부정,거리,5,0,0,5,100.0,0.0,0.0,179.18,0.0,0.0
북촌,3. 시설 및 환경,부정,목소리,0,0,6,6,0.0,0.0,100.0,0.0,0.0,194.59
북촌,3. 시설 및 환경,부정,사람,0,0,11,11,0.0,0.0,100.0,0.0,0.0,248.49
북촌,3. 시설 및 환경,부정,관리,6,0,0,6,100.0,0.0,0.0,194.59,0.0,0.0
북촌,3. 시설 및 환경,부정,질서,2,0,3,5,40.0,0.0,60.0,71.67,0.0,107.51
북촌,3. 시설 및 환경,중립,주민,0,2,21,23,0.0,8.7,91.3,0.0,27.65,290.16
북촌,3. 시설 및 환경,중립,사람,0,0,11,11,0.0,0.0,100.0,0.0,0.0,248.49
북촌,3. 시설 및 환경,중립,표지판,2,3,12,17,11.8,17.6,70.6,34.11,50.87,204.06
북촌,3. 시설 및 환경,중립,목소리,0,0,6,6,0.0,0.0,100.0,0.0,0.0,194.59
북촌,3. 시설 및 환경,중립,규칙,0,1,5,6,0.0,16.7,83.3,0.0,32.5,162.09
북촌,3. 시설 및 환경,중립,소리,0,7,9,16,0.0,43.8,56.2,0.0,124.09,159.23
북촌,3. 시설 및 환경,중립,집,3,3,6,12,25.0,25.0,50.0,64.12,64.12,128.25
북촌,3. 시설 및 환경,중립,소음,6,5,8,19,31.6,26.3,42.1,94.67,78.79,126.12
북촌,3. 시설 및 환경,중립,질서,2,0,3,5,40.0,0.0,60.0,71.67,0.0,107.51
북촌,3. 시설 및 환경,중립,지역,6,5,5,16,37.5,31.2,31.2,106.25,88.4,88.4
북촌,3. 시설 및 환경,중립,환경,5,2,3,10,50.0,20.0,30.0,119.89,47.96,71.94
북촌,3. 시설 및 환경,중립,마을,20,1,5,26,76.9,3.8,19.2,253.45,12.52,63.28
북촌,3. 시설 및 환경,중립,한옥,4,1,2,7,57.1,14.3,28.6,118.74,29.74,59.47
북촌,3. 시설 및 환경,중립,동네,8,1,2,11,72.7,9.1,18.2,180.65,22.61,45.23
북촌,3. 시설 및 환경,중립,화장실,1,5,1,7,14.3,71.4,14.3,29.74,148.47,29.74
북촌,3. 시설 및 환경,중립,거리,5,0,0,5,100.0,0.0,0.0,179.18,0.0,0.0
북촌,3. 시설 및 환경,중립,관리,6,0,0,6,100.0,0.0,0.0,194.59,0.0,0.0
북촌,4. 활동 및 서비스,긍정,산책,61,1,5,67,91.0,1.5,7.5,383.98,6.33,31.65
북촌,4. 활동 및 서비스,긍정,문화,27,0,2,29,93.1,0.0,6.9,316.65,0.0,23.47
북촌,4. 활동 및 서비스,긍정,경험,17,0,0,17,100.0,0.0,0.0,289.04,0.0,0.0
북촌,4. 활동 및 서비스,긍정,역사,18,1,1,20,90.0,5.0,5.0,274.01,15.22,15.22
북촌,4. 활동 및 서비스,긍정,카페,47,6,29,82,57.3,7.3,35.4,253.2,32.26,156.43
북촌,4. 활동 및 서비스,긍정,음식,13,1,1,15,86.7,6.7,6.7,240.38,18.58,18.58
북촌,4. 활동 및 서비스,긍정,상점,47,9,38,94,50.0,9.6,40.4,227.69,43.72,183.98
북촌,4. 활동 및 서비스,긍정,커피숍,7,0,0,7,100.0,0.0,0.0,207.94,0.0,0.0
북촌,4. 활동 및 서비스,긍정,시간,7,0,1,8,87.5,0.0,12.5,192.26,0.0,27.47
북촌,4. 활동 및 서비스,긍정,차,7,0,1,8,87.5,0.0,12.5,192.26,0.0,27.47
북촌,4. 활동 및 서비스,긍정,재미,5,0,0,5,100.0,0.0,0.0,179.18,0.0,0.0
북촌,4. 활동 및 서비스,긍정,서비스,7,2,0,9,77.8,22.2,0.0,179.14,51.12,0.0
북촌,4. 활동 및 서비스,긍정,한복,13,0,13,26,50.0,0.0,50.0,164.79,0.0,164.79
북촌,4. 활동 및 서비스,긍정,거리,6,2,0,8,75.0,25.0,0.0,164.79,54.93,0.0
북촌,4. 활동 및 서비스,긍정,가게,24,11,26,61,39.3,18.0,42.6,162.2,74.29,175.82
북촌,4. 활동 및 서비스,긍정,쇼핑,5,0,1,6,83.3,0.0,16.7,162.09,0.0,32.5
북촌,4. 활동 및 서비스,긍정,사람,7,1,4,12,58.3,8.3,33.3,149.54,21.29,85.41
북촌,4. 활동 및 서비스,긍정,휴식,5,0,2,7,71.4,0.0,28.6,148.47,0.0,59.47
북촌,4. 활동 및 서비스,긍정,커피,5,0,2,7,71.4,0.0,28.6,148.47,0.0,59.47
북촌,4. 활동 및 서비스,긍정,기념품,5,1,2,8,62.5,12.5,25.0,137.33,27.47,54.93
북촌,4. 활동 및 서비스,부정,가격,1,4,0,5,20.0,80.0,0.0,35.84,143.34,0.0
북촌,4. 활동 및 서비스,부정,주민,3,3,0,6,50.0,50.0,0.0,97.3,97.3,0.0
북촌,4. 활동 및 서비스,부정,물건,2,3,1,6,33.3,50.0,16.7,64.8,97.3,32.5
북촌,4. 활동 및 서비스,부정,가게,24,11,26,61,39.3,18.0,42.6,162.2,74.29,175.82
북촌,4. 활동 및 서비스,부정,식당,7,4,4,15,46.7,26.7,26.7,129.48,74.03,74.03
북촌,4. 활동 및 서비스,부정,경비원,0,2,5,7,0.0,28.6,71.4,0.0,59.47,148.47
북촌,4. 활동 및 서비스,부정,거리,6,2,0,8,75.0,25.0,0.0,164.79,54.93,0.0
북촌,4. 활동 및 서비스,부정,서비스,7,2,0,9,77.8,22.2,0.0,179.14,51.12,0.0
북촌,4. 활동 및 서비스,부정,직원,8,3,6,17,47.1,17.6,35.3,136.14,50.87,102.03
북촌,4. 활동 및 서비스,부정,상점,47,9,38,94,50.0,9.6,40.4,227.69,43.72,183.98
북촌,4. 활동 및 서비스,부정,박물관,5,2,6,13,38.5,15.4,46.2,101.6,40.64,121.92
북촌,4. 활동 및 서비스,부정,투어,3,1,2,6,50.0,16.7,33.3,97.3,32.5,64.8
북촌,4. 활동 및 서비스,부정,카페,47,6,29,82,57.3,7.3,35.4,253.2,32.26,156.43
북촌,4. 활동 및 서비스,부정,사진,1,1,5,7,14.3,14.3,71.4,29.74,29.74,148.47
북촌,4. 활동 및 서비스,부정,의상,2,1,4,7,28.6,14.3,57.1,59.47,29.74,118.74
북촌,4. 활동 및 서비스,부정,한옥,1,1,6,8,12.5,12.5,75.0,27.47,27.47,164.79
북촌,4. 활동 및 서비스,부정,기념품,5,1,2,8,62.5,12.5,25.0,137.33,27.47,54.93
북촌,4. 활동 및 서비스,부정,레스토랑,10,2,14,26,38.5,7.7,53.8,126.89,25.38,177.32
북촌,4. 활동 및 서비스,부정,사람,7,1,4,12,58.3,8.3,33.3,149.54,21.29,85.41
북촌,4. 활동 및 서비스,부정,음식,13,1,1,15,86.7,6.7,6.7,240.38,18.58,18.58
북촌,4. 활동 및 서비스,중립,상점,47,9,38,94,50.0,9.6,40.4,227.69,43.72,183.98
북촌,4. 활동 및 서비스,중립,레스토랑,10,2,14,26,38.5,7.7,53.8,126.89,25.38,177.32
북촌,4. 활동 및 서비스,중립,가게,24,11,26,61,39.3,18.0,42.6,162.2,74.29,175.82
북촌,4. 활동 및 서비스,중립,한옥,1,1,6,8,12.5,12.5,75.0,27.47,27.47,164.79
북촌,4. 활동 및 서비스,중립,한복,13,0,13,26,50.0,0.0,50.0,164.79,0.0,164.79
북촌,4. 활동 및 서비스,중립,카페,47,6,29,82,57.3,7.3,35.4,253.2,32.26,156.43
북촌,4. 활동 및 서비스,중립,사진,1,1,5,7,14.3,14.3,71.4,29.74,29.74,148.47
북촌,4. 활동 및 서비스,중립,경비원,0,2,5,7,0.0,28.6,71.4,0.0,59.47,148.47
북촌,4. 활동 및 서비스,중립,기념품 가게,2,0,4,6,33.3,0.0,66.7,64.8,0.0,129.79
북촌,4. 활동 및 서비스,중립,박물관,5,2,6,13,38.5,15.4,46.2,101.6,40.64,121.92
북촌,4. 활동 및 서비스,중립,의상,2,1,4,7,28.6,14.3,57.1,59.47,29.74,118.74
북촌,4. 활동 및 서비스,중립,직원,8,3,6,17,47.1,17.6,35.3,136.14,50.87,102.03
북촌,4. 활동 및 서비스,중립,사람,7,1,4,12,58.3,8.3,33.3,149.54,21.29,85.41
북촌,4. 활동 및 서비스,중립,식당,7,4,4,15,46.7,26.7,26.7,129.48,74.03,74.03
북촌,4. 활동 및 서비스,중립,음료,3,0,2,5,60.0,0.0,40.0,107.51,0.0,71.67
북촌,4. 활동 및 서비스,중립,투어,3,1,2,6,50.0,16.7,33.3,97.3,32.5,64.8
북촌,4. 활동 및 서비스,중립,찻집,4,0,2,6,66.7,0.0,33.3,129.79,0.0,64.8
북촌,4. 활동 및 서비스,중립,휴식,5,0,2,7,71.4,0.0,28.6,148.47,0.0,59.47
북촌,4. 활동 및 서비스,중립,커피,5,0,2,7,71.4,0.0,28.6,148.47,0.0,59.47
북촌,4. 활동 및 서비스,중립,기념품,5,1,2,8,62.5,12.5,25.0,137.33,27.47,54.93
북촌,5. 이용 편의성,긍정,경복궁,4,0,1,5,80.0,0.0,20.0,143.34,0.0,35.84
북촌,5. 이용 편의성,긍정,가격,3,3,0,6,50.0,50.0,0.0,97.3,97.3,0.0
북촌,5. 이용 편의성,긍정,날씨,5,9,1,15,33.3,60.0,6.7,92.33,166.36,18.58
북촌,5. 이용 편의성,긍정,아침,3,0,4,7,42.9,0.0,57.1,89.21,0.0,118.74
북촌,5. 이용 편의성,긍정,도심,2,1,2,5,40.0,20.0,40.0,71.67,35.84,71.67
북촌,5. 이용 편의성,긍정,사람,29,162,30,221,13.1,73.3,13.6,70.78,396.02,73.48
북촌,5. 이용 편의성,긍정,거리,7,16,14,37,18.9,43.2,37.8,68.75,157.14,137.5
북촌,5. 이용 편의성,긍정,입장료,3,2,6,11,27.3,18.2,54.5,67.84,45.23,135.43
북촌,5. 이용 편의성,긍정,장소,2,3,1,6,33.3,50.0,16.7,64.8,97.3,32.5
북촌,5. 이용 편의성,긍정,마을,4,10,8,22,18.2,45.5,36.4,57.07,142.66,114.13
북촌,5. 이용 편의성,긍정,시간,6,10,29,45,13.3,22.2,64.4,50.92,85.0,246.56
북촌,5. 이용 편의성,긍정,지역,2,6,4,12,16.7,50.0,33.3,42.83,128.25,85.41
북촌,5. 이용 편의성,긍정,길,4,29,8,41,9.8,70.7,19.5,36.63,264.25,72.88
북촌,5. 이용 편의성,긍정,버스,1,2,2,5,20.0,40.0,40.0,35.84,71.67,71.67
북촌,5. 이용 편의성,긍정,걷기,1,5,0,6,16.7,83.3,0.0,32.5,162.09,0.0
북촌,5. 이용 편의성,긍정,계단,1,4,1,6,16.7,66.7,16.7,32.5,129.79,32.5
북촌,5. 이용 편의성,긍정,도로,1,6,0,7,14.3,85.7,0.0,29.74,178.21,0.0
북촌,5. 이용 편의성,긍정,방문,2,6,14,22,9.1,27.3,63.6,28.53,85.6,199.42
북촌,5. 이용 편의성,긍정,인파,1,8,1,10,10.0,80.0,10.0,23.98,191.83,23.98
북촌,5. 이용 편의성,긍정,언덕,2,18,10,30,6.7,60.0,33.3,23.01,206.04,114.35
북촌,5. 이용 편의성,부정,관광객,6,151,30,187,3.2,80.7,16.0,16.76,422.58,83.78
북촌,5. 이용 편의성,부정,사람,29,162,30,221,13.1,73.3,13.6,70.78,396.02,73.48
북촌,5. 이용 편의성,부정,사람들,1,18,2,21,4.8,85.7,9.5,14.84,264.9,29.36
북촌,5. 이용 편의성,부정,길,4,29,8,41,9.8,70.7,19.5,36.63,264.25,72.88
북촌,5. 이용 편의성,부정,오르막길,1,11,2,14,7.1,78.6,14.3,19.23,212.85,38.73
북촌,5. 이용 편의성,부정,언덕,2,18,10,30,6.7,60.0,33.3,23.01,206.04,114.35
북촌,5. 이용 편의성,부정,언덕길,0,12,5,17,0.0,70.6,29.4,0.0,204.06,84.98
북촌,5. 이용 편의성,부정,여름,0,6,0,6,0.0,100.0,0.0,0.0,194.59,0.0
