명소,대분류,감성구분,aspect,긍정,부정,중립,전체,긍정비율,부정비율,중립비율,긍정_가중점수,부정_가중점수,중립_가중점수
경복궁,1. 전반적 인식,중립,문화,8,0,2,10,80.0,0.0,20.0,191.83,0.0,47.96
경복궁,1. 전반적 인식,중립,장소,83,0,9,92,90.2,0.0,9.8,408.84,0.0,44.42
경복궁,1. 전반적 인식,중립,서울,13,0,2,15,86.7,0.0,13.3,240.38,0.0,36.88
경복궁,1. 전반적 인식,중립,나라,3,1,1,5,60.0,20.0,20.0,107.51,35.84,35.84
경복궁,1. 전반적 인식,중립,창덕궁,3,1,1,5,60.0,20.0,20.0,107.51,35.84,35.84
경복궁,1. 전반적 인식,중립,사람,5,2,1,8,62.5,25.0,12.5,137.33,54.93,27.47
경복궁,1. 전반적 인식,중립,관광지,9,0,1,10,90.0,0.0,10.0,215.81,0.0,23.98
경복궁,1. 전반적 인식,중립,방문,70,3,4,77,90.9,3.9,5.2,396.02,16.99,22.65
경복궁,1. 전반적 인식,중립,한국,13,0,1,14,92.9,0.0,7.1,251.58,0.0,19.23
경복궁,1. 전반적 인식,중립,가치,102,4,4,110,92.7,3.6,3.6,436.57,16.95,16.95
경복궁,1. 전반적 인식,중립,경험,132,5,3,140,94.3,3.6,2.1,466.67,17.82,10.39
경복궁,1. 전반적 인식,중립,궁전,29,4,1,34,85.3,11.8,2.9,303.27,41.95,10.31
경복궁,2. 시각적 요소,긍정,건축물,110,2,7,119,92.4,1.7,5.9,442.36,8.14,28.25
경복궁,2. 시각적 요소,긍정,사진,179,15,29,223,80.3,6.7,13.0,434.56,36.26,70.35
경복궁,2. 시각적 요소,긍정,분위기,79,0,2,81,97.5,0.0,2.5,429.66,0.0,11.02
경복궁,2. 시각적 요소,긍정,궁전,131,8,16,155,84.5,5.2,10.3,426.71,26.26,52.01
경복궁,2. 시각적 요소,긍정,정원,94,1,10,105,89.5,1.0,9.5,417.38,4.66,44.3
경복궁,2. 시각적 요소,긍정,풍경,59,1,3,63,93.7,1.6,4.8,389.69,6.65,19.96
경복궁,2. 시각적 요소,긍정,궁궐,165,11,57,233,70.8,4.7,24.5,386.24,25.64,133.66
경복궁,2. 시각적 요소,긍정,건물,93,14,28,135,68.9,10.4,20.7,338.48,51.09,101.69
경복궁,2. 시각적 요소,긍정,경치,33,2,0,35,94.3,5.7,0.0,337.93,20.43,0.0
경복궁,2. 시각적 요소,긍정,장소,35,2,3,40,87.5,5.0,7.5,324.94,18.57,27.85
경복궁,2. 시각적 요소,긍정,아름다움,21,0,0,21,100.0,0.0,0.0,309.1,0.0,0.0
경복궁,2. 시각적 요소,긍정,볼거리,37,13,0,50,74.0,26.0,0.0,290.96,102.23,0.0
경복궁,2. 시각적 요소,긍정,건축,19,1,1,21,90.5,4.8,4.8,279.74,14.84,14.84
경복궁,2. 시각적 요소,긍정,경복궁,29,0,9,38,76.3,0.0,23.7,279.53,0.0,86.83
경복궁,2. 시각적 요소,긍정,경관,14,0,0,14,100.0,0.0,0.0,270.81,0.0,0.0
경복궁,2. 시각적 요소,긍정,역사,20,0,4,24,83.3,0.0,16.7,268.13,0.0,53.76
경복궁,2. 시각적 요소,긍정,문,12,0,0,12,100.0,0.0,0.0,256.49,0.0,0.0
경복궁,2. 시각적 요소,긍정,자연,11,0,0,11,100.0,0.0,0.0,248.49,0.0,0.0
경복궁,2. 시각적 요소,긍정,벚꽃,11,0,0,11,100.0,0.0,0.0,248.49,0.0,0.0
경복궁,2. 시각적 요소,긍정,건축 양식,20,1,6,27,74.1,3.7,22.2,246.92,12.33,73.97
경복궁,2. 시각적 요소,부정,볼거리,37,13,0,50,74.0,26.0,0.0,290.96,102.23,0.0
경복궁,2. 시각적 요소,부정,장식,5,2,1,8,62.5,25.0,12.5,137.33,54.93,27.47
경복궁,2. 시각적 요소,부정,건물,93,14,28,135,68.9,10.4,20.7,338.48,51.09,101.69
경복궁,2. 시각적 요소,부정,내부,6,2,2,10,60.0,20.0,20.0,143.87,47.96,47.96
경복궁,2. 시각적 요소,부정,나무,9,2,0,11,81.8,18.2,0.0,203.27,45.23,0.0
경복궁,2. 시각적 요소,부정,디테일,10,2,0,12,83.3,16.7,0.0,213.66,42.83,0.0
경복궁,2. 시각적 요소,부정,사람들,6,2,5,13,46.2,15.4,38.5,121.92,40.64,101.6
경복궁,2. 시각적 요소,부정,디자인,11,2,0,13,84.6,15.4,0.0,223.26,40.64,0.0
경복궁,2. 시각적 요소,부정,사진,179,15,29,223,80.3,6.7,13.0,434.56,36.26,70.35
경복궁,2. 시각적 요소,부정,성,4,1,0,5,80.0,20.0,0.0,143.34,35.84,0.0
경복궁,2. 시각적 요소,부정,촬영,2,1,2,5,40.0,20.0,40.0,71.67,35.84,71.67
경복궁,2. 시각적 요소,부정,관광객,5,2,10,17,29.4,11.8,58.8,84.98,34.11,169.95
경복궁,2. 시각적 요소,부정,마당,3,1,2,6,50.0,16.7,33.3,97.3,32.5,64.8
경복궁,2. 시각적 요소,부정,방,3,1,2,6,50.0,16.7,33.3,97.3,32.5,64.8
경복궁,2. 시각적 요소,부정,꽃,5,1,0,6,83.3,16.7,0.0,162.09,32.5,0.0
경복궁,2. 시각적 요소,부정,구조,2,1,4,7,28.6,14.3,57.1,59.47,29.74,118.74
경복궁,2. 시각적 요소,부정,눈,5,1,1,7,71.4,14.3,14.3,148.47,29.74,29.74
경복궁,2. 시각적 요소,부정,궁전,131,8,16,155,84.5,5.2,10.3,426.71,26.26,52.01
경복궁,2. 시각적 요소,부정,궁궐,165,11,57,233,70.8,4.7,24.5,386.24,25.64,133.66
경복궁,2. 시각적 요소,부정,웅장함,8,1,0,9,88.9,11.1,0.0,204.7,25.56,0.0
경복궁,2. 시각적 요소,중립,사람,21,1,33,55,38.2,1.8,60.0,153.77,7.25,241.52
경복궁,2. 시각적 요소,중립,규모,27,0,24,51,52.9,0.0,47.1,209.02,0.0,186.1
경복궁,2. 시각적 요소,중립,관광객,5,2,10,17,29.4,11.8,58.8,84.98,34.11,169.95
경복궁,2. 시각적 요소,중립,의상,14,0,12,26,53.8,0.0,46.2,177.32,0.0,152.27
경복궁,2. 시각적 요소,중립,자금성,1,0,4,5,20.0,0.0,80.0,35.84,0.0,143.34
경복궁,2. 시각적 요소,중립,궁궐,165,11,57,233,70.8,4.7,24.5,386.24,25.64,133.66
경복궁,2. 시각적 요소,중립,날씨,14,1,9,24,58.3,4.2,37.5,187.66,13.52,120.71
경복궁,2. 시각적 요소,중립,광장,3,0,4,7,42.9,0.0,57.1,89.21,0.0,118.74
경복궁,2. 시각적 요소,중립,구조,2,1,4,7,28.6,14.3,57.1,59.47,29.74,118.74
경복궁,2. 시각적 요소,중립,부분,2,0,3,5,40.0,0.0,60.0,71.67,0.0,107.51
경복궁,2. 시각적 요소,중립,건물,93,14,28,135,68.9,10.4,20.7,338.48,51.09,101.69
경복궁,2. 시각적 요소,중립,사람들,6,2,5,13,46.2,15.4,38.5,121.92,40.64,101.6
경복궁,2. 시각적 요소,중립,고궁,4,0,3,7,57.1,0.0,42.9,118.74,0.0,89.21
경복궁,2. 시각적 요소,중립,경복궁,29,0,9,38,76.3,0.0,23.7,279.53,0.0,86.83
경복궁,2. 시각적 요소,중립,단지,6,0,3,9,66.7,0.0,33.3,153.58,0.0,76.68
경복궁,2. 시각적 요소,중립,양식,15,0,5,20,75.0,0.0,25.0,228.34,0.0,76.11
경복궁,2. 시각적 요소,중립,한복,15,0,5,20,75.0,0.0,25.0,228.34,0.0,76.11
경복궁,2. 시각적 요소,중립,건축 양식,20,1,6,27,74.1,3.7,22.2,246.92,12.33,73.97
경복궁,2. 시각적 요소,중립,호수,7,0,3,10,70.0,0.0,30.0,167.85,0.0,71.94
경복궁,2. 시각적 요소,중립,촬영,2,1,2,5,40.0,20.0,40.0,71.67,35.84,71.67
경복궁,3. 시설 및 환경,긍정,환경,11,0,0,11,100.0,0.0,0.0,248.49,0.0,0.0
경복궁,3. 시설 및 환경,긍정,경내,20,0,7,27,74.1,0.0,25.9,246.92,0.0,86.3
경복궁,3. 시설 및 환경,긍정,공간,30,5,13,48,62.5,10.4,27.1,243.24,40.47,105.47
경복궁,3. 시설 및 환경,긍정,관리,12,3,0,15,80.0,20.0,0.0,221.81,55.45,0.0
경복궁,3. 시설 및 환경,긍정,궁궐,16,1,6,23,69.6,4.3,26.1,221.19,13.67,82.95
경복궁,3. 시설 및 환경,긍정,시설,11,2,2,15,73.3,13.3,13.3,203.23,36.88,36.88
경복궁,3. 시설 및 환경,긍정,부지,24,1,24,49,49.0,2.0,49.0,191.69,7.82,191.69
경복궁,3. 시설 및 환경,긍정,유적지,5,0,0,5,100.0,0.0,0.0,179.18,0.0,0.0
경복궁,3. 시설 및 환경,긍정,정원,6,1,0,7,85.7,14.3,0.0,178.21,29.74,0.0
경복궁,3. 시설 및 환경,긍정,상태,5,1,0,6,83.3,16.7,0.0,162.09,32.5,0.0
경복궁,3. 시설 및 환경,긍정,규모,14,2,15,31,45.2,6.5,48.4,156.65,22.53,167.74
경복궁,3. 시설 및 환경,긍정,지역,6,0,3,9,66.7,0.0,33.3,153.58,0.0,76.68
경복궁,3. 시설 및 환경,긍정,장소,9,1,7,17,52.9,5.9,41.2,152.9,17.05,119.08
경복궁,3. 시설 및 환경,긍정,건물,7,4,1,12,58.3,33.3,8.3,149.54,85.41,21.29
경복궁,3. 시설 및 환경,긍정,궁전,6,1,3,10,60.0,10.0,30.0,143.87,23.98,71.94
경복궁,3. 시설 및 환경,긍정,단지,5,0,3,8,62.5,0.0,37.5,137.33,0.0,82.4
경복궁,3. 시설 및 환경,긍정,공원,4,1,1,6,66.7,16.7,16.7,129.79,32.5,32.5
경복궁,3. 시설 및 환경,긍정,경복궁,4,2,1,7,57.1,28.6,14.3,118.74,59.47,29.74
경복궁,3. 시설 및 환경,긍정,복원,3,0,2,5,60.0,0.0,40.0,107.51,0.0,71.67
경복궁,3. 시설 및 환경,긍정,구역,4,1,5,10,40.0,10.0,50.0,95.92,23.98,119.89
경복궁,3. 시설 및 환경,부정,그늘,1,11,0,12,8.3,91.7,0.0,21.29,235.21,0.0
경복궁,3. 시설 및 환경,부정,표지판,0,6,0,6,0.0,100.0,0.0,0.0,194.59,0.0
경복궁,3. 시설 및 환경,부정,길,2,5,2,9,22.2,55.6,22.2,51.12,128.02,51.12
경복궁,3. 시설 및 환경,부정,부분,0,3,2,5,0.0,60.0,40.0,0.0,107.51,71.67
경복궁,3. 시설 및 환경,부정,내부,5,7,8,20,25.0,35.0,40.0,76.11,106.56,121.78
경복궁,3. 시설 및 환경,부정,화장실,3,5,6,14,21.4,35.7,42.9,57.95,96.68,116.18
경복궁,3. 시설 및 환경,부정,건물,7,4,1,12,58.3,33.3,8.3,149.54,85.41,21.29
경복궁,3. 시설 및 환경,부정,경복궁,4,2,1,7,57.1,28.6,14.3,118.74,59.47,29.74
경복궁,3. 시설 및 환경,부정,관리,12,3,0,15,80.0,20.0,0.0,221.81,55.45,0.0
경복궁,3. 시설 및 환경,부정,공간,30,5,13,48,62.5,10.4,27.1,243.24,40.47,105.47
경복궁,3. 시설 및 환경,부정,시설,11,2,2,15,73.3,13.3,13.3,203.23,36.88,36.88
경복궁,3. 시설 및 환경,부정,공원,4,1,1,6,66.7,16.7,16.7,129.79,32.5,32.5
경복궁,3. 시설 및 환경,부정,상태,5,1,0,6,83.3,16.7,0.0,162.09,32.5,0.0
경복궁,3. 시설 및 환경,부정,정원,6,1,0,7,85.7,14.3,0.0,178.21,29.74,0.0
경복궁,3. 시설 및 환경,부정,구역,4,1,5,10,40.0,10.0,50.0,95.92,23.98,119.89
경복궁,3. 시설 및 환경,부정,궁전,6,1,3,10,60.0,10.0,30.0,143.87,23.98,71.94
경복궁,3. 시설 및 환경,부정,규모,14,2,15,31,45.2,6.5,48.4,156.65,22.53,167.74
경복궁,3. 시설 및 환경,부정,장소,9,1,7,17,52.9,5.9,41.2,152.9,17.05,119.08
경복궁,3. 시설 및 환경,부정,궁궐,16,1,6,23,69.6,4.3,26.1,221.19,13.67,82.95
경복궁,3. 시설 및 환경,부정,부지,24,1,24,49,49.0,2.0,49.0,191.69,7.82,191.69
경복궁,3. 시설 및 환경,중립,부지,24,1,24,49,49.0,2.0,49.0,191.69,7.82,191.69
경복궁,3. 시설 및 환경,중립,규모,14,2,15,31,45.2,6.5,48.4,156.65,22.53,167.74
경복궁,3. 시설 및 환경,중립,내부,5,7,8,20,25.0,35.0,40.0,76.11,106.56,121.78
경복궁,3. 시설 및 환경,중립,구역,4,1,5,10,40.0,10.0,50.0,95.92,23.98,119.89
경복궁,3. 시설 및 환경,중립,장소,9,1,7,17,52.9,5.9,41.2,152.9,17.05,119.08
경복궁,3. 시설 및 환경,중립,화장실,3,5,6,14,21.4,35.7,42.9,57.95,96.68,116.18
경복궁,3. 시설 및 환경,중립,공간,30,5,13,48,62.5,10.4,27.1,243.24,40.47,105.47
경복궁,3. 시설 및 환경,중립,경내,20,0,7,27,74.1,0.0,25.9,246.92,0.0,86.3
경복궁,3. 시설 및 환경,중립,궁궐,16,1,6,23,69.6,4.3,26.1,221.19,13.67,82.95
경복궁,3. 시설 및 환경,중립,단지,5,0,3,8,62.5,0.0,37.5,137.33,0.0,82.4
경복궁,3. 시설 및 환경,중립,지역,6,0,3,9,66.7,0.0,33.3,153.58,0.0,76.68
경복궁,3. 시설 및 환경,중립,궁전,6,1,3,10,60.0,10.0,30.0,143.87,23.98,71.94
경복궁,3. 시설 및 환경,중립,부분,0,3,2,5,0.0,60.0,40.0,0.0,107.51,71.67
경복궁,3. 시설 및 환경,중립,복원,3,0,2,5,60.0,0.0,40.0,107.51,0.0,71.67
경복궁,3. 시설 및 환경,중립,길,2,5,2,9,22.2,55.6,22.2,51.12,128.02,51.12
경복궁,3. 시설 및 환경,중립,시설,11,2,2,15,73.3,13.3,13.3,203.23,36.88,36.88
경복궁,3. 시설 및 환경,중립,공원,4,1,1,6,66.7,16.7,16.7,129.79,32.5,32.5
경복궁,3. 시설 및 환경,중립,경복궁,4,2,1,7,57.1,28.6,14.3,118.74,59.47,29.74
경복궁,3. 시설 및 환경,중립,건물,7,4,1,12,58.3,33.3,8.3,149.54,85.41,21.29
경복궁,3. 시설 및 환경,중립,관리,12,3,0,15,80.0,20.0,0.0,221.81,55.45,0.0
경복궁,4. 활동 및 서비스,긍정,경험,99,1,1,101,98.0,1.0,1.0,453.25,4.62,4.62
경복궁,4. 활동 및 서비스,긍정,역사,99,7,21,127,78.0,5.5,16.5,378.46,26.69,80.06
경복궁,4. 활동 및 서비스,긍정,문화,40,0,10,50,80.0,0.0,20.0,314.55,0.0,78.64
경복궁,4. 활동 및 서비스,긍정,산책,32,0,6,38,84.2,0.0,15.8,308.47,0.0,57.88
경복궁,4. 활동 및 서비스,긍정,교대식,66,5,40,111,59.5,4.5,36.0,280.75,21.23,169.87
경복궁,4. 활동 및 서비스,긍정,수문장 교대식,23,1,4,28,82.1,3.6,14.3,276.45,12.12,48.15
경복궁,4. 활동 및 서비스,긍정,박물관,27,0,10,37,73.0,0.0,27.0,265.54,0.0,98.21
경복궁,4. 활동 및 서비스,긍정,한복,106,9,102,217,48.8,4.1,47.0,262.76,22.08,253.07
경복궁,4. 활동 및 서비스,긍정,근위병 교대식,25,3,7,35,71.4,8.6,20.0,255.86,30.82,71.67
경복궁,4. 활동 및 서비스,긍정,재미,10,0,0,10,100.0,0.0,0.0,239.79,0.0,0.0
경복궁,4. 활동 및 서비스,긍정,기회,13,2,1,16,81.2,12.5,6.2,230.06,35.42,17.57
경복궁,4. 활동 및 서비스,긍정,투어,33,11,17,61,54.1,18.0,27.9,223.28,74.29,115.15
경복궁,4. 활동 및 서비스,긍정,가이드,27,7,16,50,54.0,14.0,32.0,212.32,55.05,125.82
경복궁,4. 활동 및 서비스,긍정,시간,8,0,1,9,88.9,0.0,11.1,204.7,0.0,25.56
경복궁,4. 활동 및 서비스,긍정,체험,10,2,1,13,76.9,15.4,7.7,202.94,40.64,20.32
경복궁,4. 활동 및 서비스,긍정,공연,21,1,16,38,55.3,2.6,42.1,202.59,9.53,154.24
경복궁,4. 활동 및 서비스,긍정,의식,11,1,4,16,68.8,6.2,25.0,194.93,17.57,70.83
경복궁,4. 활동 및 서비스,긍정,전통,6,0,0,6,100.0,0.0,0.0,194.59,0.0,0.0
경복궁,4. 활동 및 서비스,긍정,직원,14,7,3,24,58.3,29.2,12.5,187.66,93.99,40.24
경복궁,4. 활동 및 서비스,긍정,행사,11,1,6,18,61.1,5.6,33.3,179.91,16.49,98.05
경복궁,4. 활동 및 서비스,부정,설명,9,16,2,27,33.3,59.3,7.4,110.96,197.6,24.66
경복궁,4. 활동 및 서비스,부정,정보,6,11,1,18,33.3,61.1,5.6,98.05,179.91,16.49
경복궁,4. 활동 및 서비스,부정,안내,4,4,0,8,50.0,50.0,0.0,109.86,109.86,0.0
경복궁,4. 활동 및 서비스,부정,직원,14,7,3,24,58.3,29.2,12.5,187.66,93.99,40.24
경복궁,4. 활동 및 서비스,부정,투어,33,11,17,61,54.1,18.0,27.9,223.28,74.29,115.15
경복궁,4. 활동 및 서비스,부정,오디오 가이드,2,2,1,5,40.0,40.0,20.0,71.67,71.67,35.84
경복궁,4. 활동 및 서비스,부정,카페,5,4,7,16,31.2,25.0,43.8,88.4,70.83,124.09
경복궁,4. 활동 및 서비스,부정,사진,8,4,4,16,50.0,25.0,25.0,141.66,70.83,70.83
경복궁,4. 활동 및 서비스,부정,관람,8,3,2,13,61.5,23.1,15.4,162.3,60.96,40.64
경복궁,4. 활동 및 서비스,부정,이야기,3,2,2,7,42.9,28.6,28.6,89.21,59.47,59.47
경복궁,4. 활동 및 서비스,부정,가이드,27,7,16,50,54.0,14.0,32.0,212.32,55.05,125.82
경복궁,4. 활동 및 서비스,부정,옷,4,2,6,12,33.3,16.7,50.0,85.41,42.83,128.25
경복궁,4. 활동 및 서비스,부정,체험,10,2,1,13,76.9,15.4,7.7,202.94,40.64,20.32
경복궁,4. 활동 및 서비스,부정,이벤트,3,1,1,5,60.0,20.0,20.0,107.51,35.84,35.84
경복궁,4. 활동 및 서비스,부정,기념품,3,1,1,5,60.0,20.0,20.0,107.51,35.84,35.84
경복궁,4. 활동 및 서비스,부정,기회,13,2,1,16,81.2,12.5,6.2,230.06,35.42,17.57
경복궁,4. 활동 및 서비스,부정,종류,4,1,1,6,66.7,16.7,16.7,129.79,32.5,32.5
경복궁,4. 활동 및 서비스,부정,가격,4,1,1,6,66.7,16.7,16.7,129.79,32.5,32.5
경복궁,4. 활동 및 서비스,부정,근위병 교대식,25,3,7,35,71.4,8.6,20.0,255.86,30.82,71.67
경복궁,4. 활동 및 서비스,부정,서비스,4,1,2,7,57.1,14.3,28.6,118.74,29.74,59.47
경복궁,4. 활동 및 서비스,중립,한복,106,9,102,217,48.8,4.1,47.0,262.76,22.08,253.07
경복궁,4. 활동 및 서비스,중립,가게,3,2,18,23,13.0,8.7,78.3,41.31,27.65,248.84
경복궁,4. 활동 및 서비스,중립,의상,19,2,28,49,38.8,4.1,57.1,151.79,16.04,223.38
경복궁,4. 활동 및 서비스,중립,대여,11,2,17,30,36.7,6.7,56.7,126.03,23.01,194.71
경복궁,4. 활동 및 서비스,중립,대여점,3,0,9,12,25.0,0.0,75.0,64.12,0.0,192.37
경복궁,4. 활동 및 서비스,중립,교대식,66,5,40,111,59.5,4.5,36.0,280.75,21.23,169.87
경복궁,4. 활동 및 서비스,중립,전통 의상,2,1,7,10,20.0,10.0,70.0,47.96,23.98,167.85
경복궁,4. 활동 및 서비스,중립,공연,21,1,16,38,55.3,2.6,42.1,202.59,9.53,154.24
경복궁,4. 활동 및 서비스,중립,생활,1,0,4,5,20.0,0.0,80.0,35.84,0.0,143.34
경복궁,4. 활동 및 서비스,중립,치마초고리,1,0,4,5,20.0,0.0,80.0,35.84,0.0,143.34
경복궁,4. 활동 및 서비스,중립,촬영,2,0,4,6,33.3,0.0,66.7,64.8,0.0,129.79
경복궁,4. 활동 및 서비스,중립,옷,4,2,6,12,33.3,16.7,50.0,85.41,42.83,128.25
경복궁,4. 활동 및 서비스,중립,가이드,27,7,16,50,54.0,14.0,32.0,212.32,55.05,125.82
경복궁,4. 활동 및 서비스,중립,카페,5,4,7,16,31.2,25.0,43.8,88.4,70.83,124.09
경복궁,4. 활동 및 서비스,중립,한복 대여점,3,0,4,7,42.9,0.0,57.1,89.21,0.0,118.74
경복궁,4. 활동 및 서비스,중립,투어,33,11,17,61,54.1,18.0,27.9,223.28,74.29,115.15
경복궁,4. 활동 및 서비스,중립,가이드 투어,10,0,6,16,62.5,0.0,37.5,177.08,0.0,106.25
경복궁,4. 활동 및 서비스,중립,박물관,27,0,10,37,73.0,0.0,27.0,265.54,0.0,98.21
경복궁,4. 활동 및 서비스,중립,행사,11,1,6,18,61.1,5.6,33.3,179.91,16.49,98.05
경복궁,4. 활동 및 서비스,중립,역사,99,7,21,127,78.0,5.5,16.5,378.46,26.69,80.06
경복궁,5. 이용 편의성,긍정,입장료,98,2,54,154,63.6,1.3,35.1,320.76,6.56,177.02
경복궁,5. 이용 편의성,긍정,가격,25,1,3,29,86.2,3.4,10.3,293.18,11.56,35.03
경복궁,5. 이용 편의성,긍정,입장,68,4,40,112,60.7,3.6,35.7,286.95,17.02,168.77
경복궁,5. 이용 편의성,긍정,필요,10,0,1,11,90.9,0.0,9.1,225.88,0.0,22.61
경복궁,5. 이용 편의성,긍정,티켓,26,1,24,51,51.0,2.0,47.1,201.51,7.9,186.1
경복궁,5. 이용 편의성,긍정,접근,6,0,0,6,100.0,0.0,0.0,194.59,0.0,0.0
경복궁,5. 이용 편의성,긍정,접근성,6,1,0,7,85.7,14.3,0.0,178.21,29.74,0.0
경복궁,5. 이용 편의성,긍정,입장권,12,0,9,21,57.1,0.0,42.9,176.5,0.0,132.61
경복궁,5. 이용 편의성,긍정,줄,15,12,2,29,51.7,41.4,6.9,175.84,140.81,23.47
경복궁,5. 이용 편의성,긍정,지하철,5,0,1,6,83.3,0.0,16.7,162.09,0.0,32.5
경복궁,5. 이용 편의성,긍정,지하철역,5,0,1,6,83.3,0.0,16.7,162.09,0.0,32.5
경복궁,5. 이용 편의성,긍정,위치,5,1,0,6,83.3,16.7,0.0,162.09,32.5,0.0
경복궁,5. 이용 편의성,긍정,시기,4,0,1,5,80.0,0.0,20.0,143.34,0.0,35.84
